"Dist Code","Year","State Code","State Name","Dist Name","RICE HARVEST PRICE (Rs per Quintal)","PADDY HARVEST PRICE (Rs per Quintal)","WHEAT HARVEST PRICE (Rs per Quintal)","SORGHUM HARVEST PRICE (Rs per Quintal)","PEARL MILLET HARVEST PRICE (Rs per Quintal)","MAIZE HARVEST PRICE (Rs per Quintal)","FINGER MILLET HARVEST PRICE (Rs per Quintal)","BARLEY HARVEST PRICE (Rs per Quintal)","CHICKPEA HARVEST PRICE (Rs per Quintal)","PIGEONPEA HARVEST PRICE (Rs per Quintal)","GROUNDNUT HARVEST PRICE (Rs per Quintal)","SEASMUM HARVEST PRICE (Rs per Quintal)","RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal)","CASTOR HARVEST PRICE (Rs per Quintal)","LINSEED HARVEST PRICE (Rs per Quintal)","SUGARCANE GUR HARVEST PRICE (Rs per Quintal)","COTTON KAPAS HARVEST PRICE (Rs per Quintal)"
"67","1968","5","Karnataka","Mysore","-1.0","81.1","-1.0","72.6","-1.0","-1.0","69.6","-1.0","-1.0","-1.0","116.0","208.1","-1.0","63.2","-1.0","31.5","-1.0"
"67","1969","5","Karnataka","Mysore","-1.0","67.1","-1.0","61.6","-1.0","-1.0","67.6","-1.0","-1.0","-1.0","97.6","177.3","-1.0","97.4","-1.0","90.0","-1.0"
"67","1970","5","Karnataka","Mysore","-1.0","64.2","-1.0","58.9","-1.0","-1.0","68.0","-1.0","-1.0","-1.0","80.4","221.7","-1.0","133.1","-1.0","-1.0","-1.0"
"67","1971","5","Karnataka","Mysore","-1.0","71.2","-1.0","59.3","-1.0","-1.0","63.6","-1.0","159.3","-1.0","88.2","215.3","-1.0","128.6","-1.0","136.8","-1.0"
"67","1972","5","Karnataka","Mysore","-1.0","83.2","-1.0","95.1","-1.0","-1.0","91.4","-1.0","162.8","108.3","139.4","296.1","-1.0","140.9","-1.0","-1.0","-1.0"
"67","1973","5","Karnataka","Mysore","-1.0","107.6","-1.0","107.3","-1.0","-1.0","99.8","-1.0","182.7","147.4","200.6","326.3","-1.0","159.7","-1.0","-1.0","-1.0"
"67","1974","5","Karnataka","Mysore","-1.0","133.3","-1.0","125.0","-1.0","-1.0","119.4","-1.0","189.1","154.1","223.4","340.0","-1.0","159.8","-1.0","-1.0","-1.0"
"67","1975","5","Karnataka","Mysore","-1.0","98.5","-1.0","88.3","-1.0","159.0","94.8","-1.0","181.8","142.3","120.6","326.0","-1.0","131.6","-1.0","135.0","-1.0"
"67","1976","5","Karnataka","Mysore","-1.0","108.8","-1.0","112.9","-1.0","111.8","122.2","-1.0","177.9","347.5","261.7","414.6","-1.0","213.8","-1.0","125.0","-1.0"
"67","1977","5","Karnataka","Mysore","-1.0","98.0","-1.0","92.0","-1.0","95.0","92.0","-1.0","204.0","296.0","233.0","365.0","-1.0","184.0","-1.0","132.0","-1.0"
"67","1978","5","Karnataka","Mysore","-1.0","94.0","-1.0","114.0","-1.0","86.0","78.0","-1.0","278.0","306.0","239.0","316.0","-1.0","181.0","-1.0","110.0","-1.0"
"67","1979","5","Karnataka","Mysore","-1.0","108.0","-1.0","93.0","-1.0","100.0","93.9","-1.0","316.6","278.5","221.5","410.0","-1.0","269.3","-1.0","205.0","-1.0"
"67","1980","5","Karnataka","Mysore","-1.0","126.6","-1.0","114.3","-1.0","107.1","153.5","-1.0","394.1","298.8","236.4","444.0","-1.0","277.5","-1.0","276.7","-1.0"
"67","1981","5","Karnataka","Mysore","-1.0","129.6","-1.0","137.4","-1.0","136.4","162.2","-1.0","436.6","356.5","375.2","503.9","-1.0","303.9","-1.0","213.0","-1.0"
"67","1982","5","Karnataka","Mysore","-1.0","137.3","-1.0","123.0","-1.0","119.9","141.8","-1.0","327.7","377.8","297.2","551.0","-1.0","328.8","-1.0","195.6","-1.0"
"67","1983","5","Karnataka","Mysore","-1.0","167.0","-1.0","156.9","-1.0","161.6","160.2","-1.0","371.1","378.1","348.9","652.2","-1.0","465.4","-1.0","201.0","-1.0"
"67","1984","5","Karnataka","Mysore","-1.0","159.7","-1.0","149.3","-1.0","-1.0","150.5","-1.0","473.8","334.4","384.8","580.3","-1.0","361.6","-1.0","239.0","-1.0"
"67","1985","5","Karnataka","Mysore","-1.0","176.6","-1.0","158.6","-1.0","-1.0","166.3","-1.0","508.4","321.2","379.5","577.8","-1.0","326.1","-1.0","255.0","-1.0"
"67","1986","5","Karnataka","Mysore","-1.0","182.5","-1.0","162.1","-1.0","183.6","180.7","-1.0","521.5","415.8","495.0","879.2","-1.0","367.1","-1.0","289.0","-1.0"
"67","1987","5","Karnataka","Mysore","-1.0","200.4","-1.0","171.9","-1.0","178.0","189.9","-1.0","475.0","568.3","507.5","842.5","-1.0","529.7","-1.0","318.0","-1.0"
"67","1988","5","Karnataka","Mysore","-1.0","220.0","-1.0","197.0","-1.0","-1.0","205.0","-1.0","689.0","588.0","474.0","912.0","-1.0","487.0","-1.0","330.0","-1.0"
"67","1989","5","Karnataka","Mysore","-1.0","225.0","-1.0","203.0","-1.0","-1.0","207.0","-1.0","488.0","613.0","555.0","1012.0","-1.0","496.0","-1.0","380.0","-1.0"
"67","1990","5","Karnataka","Mysore","-1.0","249.0","-1.0","205.0","-1.0","-1.0","198.0","-1.0","831.0","707.0","656.0","1037.0","-1.0","552.0","-1.0","380.0","-1.0"
"67","1991","5","Karnataka","Mysore","-1.0","352.0","-1.0","283.0","-1.0","-1.0","272.0","-1.0","804.0","804.0","726.0","1070.0","-1.0","607.0","-1.0","420.0","-1.0"
"67","1992","5","Karnataka","Mysore","-1.0","328.0","-1.0","283.0","-1.0","249.0","314.0","-1.0","971.0","-1.0","626.0","1142.0","-1.0","590.0","-1.0","-1.0","-1.0"
"67","1993","5","Karnataka","Mysore","-1.0","365.0","-1.0","262.0","-1.0","281.0","320.0","-1.0","-1.0","871.0","770.0","1310.0","1228.0","695.0","-1.0","540.0","-1.0"
"67","1994","5","Karnataka","Mysore","-1.0","451.0","-1.0","333.0","-1.0","-1.0","328.0","-1.0","855.0","1169.0","1019.0","1311.0","-1.0","719.0","2615.0","-1.0","-1.0"
"67","1995","5","Karnataka","Mysore","-1.0","433.0","-1.0","382.0","-1.0","-1.0","421.0","-1.0","1270.0","1310.0","872.0","1648.0","-1.0","816.0","-1.0","-1.0","-1.0"
"67","1996","5","Karnataka","Mysore","-1.0","484.0","-1.0","438.0","-1.0","-1.0","408.0","-1.0","1316.0","1344.0","1008.0","1553.0","-1.0","967.0","-1.0","-1.0","-1.0"
"67","1997","5","Karnataka","Mysore","-1.0","500.0","706.0","413.0","421.0","422.0","357.0","-1.0","1407.0","1214.0","929.0","1512.0","-1.0","1191.0","1257.0","-1.0","1887.0"
"67","1998","5","Karnataka","Mysore","-1.0","582.0","-1.0","437.0","-1.0","449.0","413.0","-1.0","1503.0","-1.0","966.0","1897.0","-1.0","-1.0","-1.0","-1.0","1625.0"
"67","1999","5","Karnataka","Mysore","-1.0","540.0","-1.0","434.0","-1.0","-1.0","443.0","-1.0","1601.0","1573.0","876.0","-1.0","-1.0","-1.0","-1.0","-1.0","2071.0"
"67","2000","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","392.0","406.0","-1.0","1397.0","1825.0","839.0","1737.0","-1.0","1308.0","-1.0","-1.0","2198.0"
"67","2001","5","Karnataka","Mysore","-1.0","583.0","-1.0","425.0","-1.0","405.0","406.0","-1.0","2455.0","1894.0","844.0","1825.0","-1.0","1274.0","-1.0","-1.0","1979.0"
"67","2002","5","Karnataka","Mysore","-1.0","599.0","-1.0","452.0","-1.0","512.0","464.0","-1.0","2181.0","1934.0","1147.0","2005.0","-1.0","1329.0","-1.0","-1.0","-1.0"
"67","2003","5","Karnataka","Mysore","-1.0","610.0","-1.0","445.0","-1.0","522.0","554.0","-1.0","2085.0","-1.0","1480.0","-1.0","-1.0","1730.0","-1.0","-1.0","-1.0"
"67","2004","5","Karnataka","Mysore","-1.0","521.0","-1.0","467.0","-1.0","490.0","519.0","-1.0","-1.0","1052.0","1153.0","3141.0","-1.0","1356.0","-1.0","-1.0","-1.0"
"67","2005","5","Karnataka","Mysore","-1.0","562.0","-1.0","510.0","-1.0","497.0","518.0","-1.0","-1.0","1315.0","1211.0","3031.0","-1.0","1384.0","-1.0","-1.0","-1.0"
"67","2006","5","Karnataka","Mysore","-1.0","691.0","-1.0","668.0","-1.0","690.0","660.0","-1.0","2925.0","1841.0","1651.0","2315.0","-1.0","-1.0","-1.0","110.0","-1.0"
"67","2007","5","Karnataka","Mysore","-1.0","378.0","-1.0","687.0","-1.0","730.0","809.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","96.0","1982.0"
"67","2008","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","690.0","854.0","-1.0","-1.0","2219.0","1399.0","-1.0","-1.0","2508.0","-1.0","-1.0","2359.0"
"67","2009","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","727.0","870.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2375.0","-1.0","-1.0","2824.0"
"67","2010","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","814.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"67","2011","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","902.0","906.0","-1.0","-1.0","3855.0","-1.0","3894.0","-1.0","3187.0","-1.0","-1.0","-1.0"
"67","2012","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","1068.0","1546.0","-1.0","-1.0","2342.0","2832.0","3921.0","-1.0","-1.0","-1.0","-1.0","3859.0"
"67","2013","5","Karnataka","Mysore","-1.0","1379.0","-1.0","-1.0","-1.0","1212.0","1476.0","-1.0","-1.0","2397.0","3888.0","3428.0","-1.0","3039.0","-1.0","-1.0","4033.0"
"67","2014","5","Karnataka","Mysore","-1.0","-1.0","-1.0","-1.0","-1.0","1219.0","1574.0","-1.0","-1.0","4251.0","-1.0","7534.0","-1.0","3220.0","-1.0","-1.0","4528.0"
"67","2015","5","Karnataka","Mysore","-1.0","1675.0","-1.0","1389.0","-1.0","1177.0","1392.0","-1.0","2242.0","3228.0","-1.0","6974.0","-1.0","3220.0","-1.0","-1.0","4654.0"
"67","2016","5","Karnataka","Mysore","-1.0","-1.0","-1.0","1389.0","-1.0","1242.5","1602.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","4633.0"
"68","1966","5","Karnataka","Mandya","-1.0","60.8","-1.0","-1.0","-1.0","-1.0","82.5","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","90.0","-1.0","62.9","-1.0"
"68","1967","5","Karnataka","Mandya","-1.0","64.3","-1.0","-1.0","-1.0","-1.0","86.6","-1.0","-1.0","-1.0","-1.0","75.0","-1.0","67.5","-1.0","112.8","-1.0"
"68","1968","5","Karnataka","Mandya","-1.0","79.3","-1.0","-1.0","-1.0","-1.0","81.7","-1.0","-1.0","-1.0","-1.0","82.5","-1.0","60.7","-1.0","114.4","-1.0"
"68","1969","5","Karnataka","Mandya","-1.0","58.0","-1.0","-1.0","-1.0","-1.0","67.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","94.2","-1.0","-1.0","-1.0"
"68","1970","5","Karnataka","Mandya","-1.0","61.0","-1.0","-1.0","-1.0","-1.0","73.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","122.0","-1.0","81.0","-1.0"
"68","1971","5","Karnataka","Mandya","-1.0","65.7","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","107.4","-1.0","-1.0","-1.0"
"68","1972","5","Karnataka","Mandya","-1.0","70.0","-1.0","90.0","-1.0","-1.0","95.0","-1.0","-1.0","133.0","-1.0","200.0","-1.0","165.0","-1.0","108.0","-1.0"
"68","1973","5","Karnataka","Mandya","-1.0","115.6","-1.0","103.5","-1.0","-1.0","115.7","-1.0","-1.0","183.7","-1.0","321.3","-1.0","225.6","-1.0","120.7","-1.0"
"68","1974","5","Karnataka","Mandya","-1.0","126.2","-1.0","156.8","-1.0","-1.0","157.6","-1.0","-1.0","254.5","-1.0","435.9","-1.0","163.6","-1.0","150.3","-1.0"
"68","1975","5","Karnataka","Mandya","-1.0","101.3","-1.0","93.0","-1.0","-1.0","83.0","-1.0","-1.0","138.0","-1.0","366.0","-1.0","138.0","-1.0","139.0","-1.0"
"68","1976","5","Karnataka","Mandya","-1.0","102.8","-1.0","100.4","-1.0","-1.0","130.6","-1.0","-1.0","331.5","-1.0","320.4","-1.0","236.4","-1.0","138.0","-1.0"
"68","1977","5","Karnataka","Mandya","-1.0","92.0","-1.0","86.0","-1.0","-1.0","106.0","-1.0","-1.0","387.0","-1.0","399.0","-1.0","145.0","-1.0","136.0","-1.0"
"68","1978","5","Karnataka","Mandya","-1.0","92.0","-1.0","88.0","-1.0","-1.0","94.0","-1.0","-1.0","329.0","-1.0","248.0","-1.0","189.0","-1.0","106.0","-1.0"
"68","1979","5","Karnataka","Mandya","-1.0","99.0","-1.0","91.0","-1.0","-1.0","94.0","-1.0","-1.0","355.0","-1.0","431.0","-1.0","247.0","-1.0","157.0","-1.0"
"68","1980","5","Karnataka","Mandya","-1.0","125.7","-1.0","129.9","-1.0","-1.0","135.5","-1.0","-1.0","390.3","-1.0","375.6","-1.0","274.2","-1.0","237.0","-1.0"
"68","1981","5","Karnataka","Mandya","-1.0","140.4","-1.0","170.2","-1.0","-1.0","167.2","-1.0","295.5","410.6","-1.0","379.4","-1.0","286.0","-1.0","174.4","-1.0"
"68","1982","5","Karnataka","Mandya","-1.0","142.0","-1.0","-1.0","-1.0","-1.0","167.0","-1.0","431.0","419.0","-1.0","649.0","-1.0","430.0","-1.0","193.0","-1.0"
"68","1983","5","Karnataka","Mandya","-1.0","187.0","-1.0","-1.0","-1.0","-1.0","183.0","-1.0","360.0","425.0","-1.0","601.0","-1.0","489.0","-1.0","200.0","-1.0"
"68","1984","5","Karnataka","Mandya","-1.0","174.3","-1.0","-1.0","-1.0","-1.0","156.0","-1.0","375.8","516.0","-1.0","446.0","-1.0","349.4","-1.0","-1.0","-1.0"
"68","1985","5","Karnataka","Mandya","-1.0","221.0","-1.0","-1.0","-1.0","-1.0","189.9","-1.0","466.1","598.9","-1.0","617.1","-1.0","314.8","-1.0","222.0","-1.0"
"68","1986","5","Karnataka","Mandya","-1.0","190.0","-1.0","-1.0","-1.0","-1.0","171.0","-1.0","-1.0","522.0","-1.0","697.0","-1.0","362.0","-1.0","239.0","-1.0"
"68","1987","5","Karnataka","Mandya","-1.0","218.9","-1.0","-1.0","-1.0","178.0","169.3","-1.0","475.0","568.3","-1.0","-1.0","-1.0","559.2","-1.0","273.0","-1.0"
"68","1988","5","Karnataka","Mandya","-1.0","266.0","-1.0","-1.0","-1.0","-1.0","239.0","-1.0","-1.0","-1.0","580.0","865.0","-1.0","562.0","-1.0","300.0","-1.0"
"68","1989","5","Karnataka","Mandya","-1.0","237.0","-1.0","206.0","-1.0","-1.0","232.0","-1.0","-1.0","-1.0","619.0","1008.0","-1.0","514.0","-1.0","336.0","-1.0"
"68","1990","5","Karnataka","Mandya","-1.0","256.0","-1.0","201.0","-1.0","-1.0","233.0","-1.0","-1.0","-1.0","847.0","1468.0","-1.0","568.0","-1.0","390.0","-1.0"
"68","1991","5","Karnataka","Mandya","-1.0","326.0","-1.0","-1.0","-1.0","-1.0","273.0","-1.0","-1.0","-1.0","1068.0","1278.0","-1.0","580.0","-1.0","420.0","-1.0"
"68","1992","5","Karnataka","Mandya","-1.0","344.0","-1.0","322.0","-1.0","-1.0","332.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","621.0","-1.0","-1.0","-1.0"
"68","1993","5","Karnataka","Mandya","-1.0","358.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","971.0","1223.0","-1.0","701.0","-1.0","540.0","-1.0"
"68","1994","5","Karnataka","Mandya","-1.0","457.0","-1.0","639.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1028.0","1484.0","-1.0","843.0","-1.0","-1.0","-1.0"
"68","1995","5","Karnataka","Mandya","-1.0","507.0","-1.0","665.0","-1.0","-1.0","434.0","-1.0","-1.0","2842.0","1048.0","1863.0","-1.0","855.0","-1.0","-1.0","-1.0"
"68","1996","5","Karnataka","Mandya","-1.0","621.0","-1.0","-1.0","-1.0","-1.0","390.0","-1.0","-1.0","-1.0","1397.0","1536.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1997","5","Karnataka","Mandya","-1.0","490.0","706.0","399.0","421.0","372.0","396.0","-1.0","1289.0","1845.0","964.0","1868.0","-1.0","1112.0","1257.0","-1.0","1887.0"
"68","1998","5","Karnataka","Mandya","-1.0","555.0","-1.0","-1.0","-1.0","-1.0","406.0","-1.0","-1.0","-1.0","980.0","2103.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","1999","5","Karnataka","Mandya","-1.0","560.0","-1.0","-1.0","-1.0","-1.0","421.0","-1.0","-1.0","-1.0","1050.0","2133.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2000","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1293.0","1494.0","-1.0","1281.0","1214.0","-1.0","-1.0"
"68","2001","5","Karnataka","Mandya","-1.0","568.0","-1.0","-1.0","-1.0","-1.0","433.0","-1.0","-1.0","2386.0","1941.0","1560.0","-1.0","1275.0","-1.0","-1.0","-1.0"
"68","2002","5","Karnataka","Mandya","-1.0","616.0","-1.0","-1.0","-1.0","-1.0","549.0","-1.0","-1.0","2576.0","1944.0","2176.0","-1.0","1417.0","-1.0","-1.0","-1.0"
"68","2003","5","Karnataka","Mandya","-1.0","624.0","-1.0","-1.0","-1.0","-1.0","468.0","-1.0","-1.0","-1.0","1433.0","-1.0","-1.0","833.0","-1.0","-1.0","-1.0"
"68","2004","5","Karnataka","Mandya","-1.0","529.0","-1.0","-1.0","-1.0","-1.0","463.0","-1.0","-1.0","1144.0","1683.0","2737.0","-1.0","704.0","-1.0","-1.0","-1.0"
"68","2005","5","Karnataka","Mandya","-1.0","574.0","-1.0","-1.0","-1.0","-1.0","460.0","-1.0","-1.0","2306.0","1690.0","2535.0","-1.0","1163.0","-1.0","-1.0","-1.0"
"68","2006","5","Karnataka","Mandya","-1.0","603.0","-1.0","-1.0","-1.0","-1.0","776.0","-1.0","-1.0","1175.0","2615.0","2596.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2007","5","Karnataka","Mandya","-1.0","765.0","-1.0","-1.0","-1.0","646.0","728.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2008","5","Karnataka","Mandya","-1.0","957.0","-1.0","-1.0","-1.0","776.0","859.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2508.0","-1.0","-1.0","-1.0"
"68","2009","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","1005.0","944.0","-1.0","-1.0","-1.0","-1.0","3905.0","-1.0","2375.0","-1.0","-1.0","-1.0"
"68","2010","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","846.0","-1.0","-1.0","-1.0","-1.0","3337.0","3305.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2011","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1112.0","-1.0","-1.0","-1.0","-1.0","3640.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2012","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","2201.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2013","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1718.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2014","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","1726.0","1585.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2015","5","Karnataka","Mandya","-1.0","1716.0","-1.0","-1.0","1392.0","1339.0","1685.0","-1.0","3270.0","-1.0","4537.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"68","2016","5","Karnataka","Mandya","-1.0","-1.0","-1.0","-1.0","-1.0","1500.0","2832.0","-1.0","-1.0","-1.0","-1.0","4788.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1966","5","Karnataka","Hassan","-1.0","60.8","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1967","5","Karnataka","Hassan","-1.0","87.7","-1.0","-1.0","-1.0","-1.0","95.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","77.5","-1.0"
"69","1968","5","Karnataka","Hassan","-1.0","68.5","-1.0","-1.0","-1.0","-1.0","69.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","103.8","-1.0","-1.0","-1.0"
"69","1969","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0"
"69","1970","5","Karnataka","Hassan","-1.0","62.0","-1.0","-1.0","-1.0","-1.0","60.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","98.0","-1.0","112.0","-1.0"
"69","1971","5","Karnataka","Hassan","-1.0","68.0","-1.0","-1.0","-1.0","-1.0","65.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","114.0","-1.0","93.0","-1.0"
"69","1972","5","Karnataka","Hassan","-1.0","74.0","-1.0","80.0","-1.0","-1.0","92.0","-1.0","-1.0","185.0","-1.0","225.0","-1.0","201.0","-1.0","95.0","-1.0"
"69","1973","5","Karnataka","Hassan","-1.0","109.2","-1.0","113.5","-1.0","-1.0","121.9","-1.0","-1.0","198.2","-1.0","350.0","-1.0","225.0","-1.0","111.5","-1.0"
"69","1974","5","Karnataka","Hassan","-1.0","119.9","-1.0","148.5","-1.0","-1.0","157.7","-1.0","-1.0","197.4","-1.0","393.2","-1.0","179.6","-1.0","126.0","-1.0"
"69","1975","5","Karnataka","Hassan","-1.0","104.7","-1.0","67.8","-1.0","-1.0","82.3","-1.0","-1.0","-1.0","-1.0","323.8","-1.0","93.8","-1.0","130.0","-1.0"
"69","1976","5","Karnataka","Hassan","-1.0","106.6","-1.0","-1.0","-1.0","-1.0","136.0","-1.0","-1.0","-1.0","-1.0","370.6","-1.0","329.5","-1.0","148.0","-1.0"
"69","1977","5","Karnataka","Hassan","-1.0","89.8","-1.0","78.7","-1.0","-1.0","92.9","-1.0","-1.0","-1.0","-1.0","243.1","-1.0","192.1","-1.0","132.0","-1.0"
"69","1978","5","Karnataka","Hassan","-1.0","93.0","-1.0","66.5","-1.0","-1.0","82.5","-1.0","-1.0","-1.0","-1.0","328.7","-1.0","182.0","-1.0","96.0","-1.0"
"69","1979","5","Karnataka","Hassan","-1.0","102.3","-1.0","81.0","-1.0","-1.0","84.3","-1.0","-1.0","-1.0","-1.0","473.3","-1.0","196.8","-1.0","237.5","-1.0"
"69","1980","5","Karnataka","Hassan","-1.0","131.9","-1.0","118.9","-1.0","-1.0","144.4","-1.0","-1.0","-1.0","-1.0","450.0","-1.0","214.8","-1.0","279.1","-1.0"
"69","1981","5","Karnataka","Hassan","-1.0","157.7","-1.0","135.7","-1.0","-1.0","173.0","-1.0","-1.0","-1.0","-1.0","460.0","-1.0","232.5","-1.0","215.0","-1.0"
"69","1982","5","Karnataka","Hassan","-1.0","148.7","-1.0","120.0","-1.0","-1.0","139.9","-1.0","-1.0","-1.0","-1.0","487.5","-1.0","223.8","-1.0","206.0","-1.0"
"69","1983","5","Karnataka","Hassan","-1.0","178.1","-1.0","-1.0","-1.0","-1.0","175.5","-1.0","-1.0","-1.0","-1.0","513.1","-1.0","481.7","-1.0","200.0","-1.0"
"69","1984","5","Karnataka","Hassan","-1.0","165.2","-1.0","141.0","-1.0","-1.0","147.2","-1.0","-1.0","-1.0","-1.0","590.6","-1.0","491.3","-1.0","193.0","-1.0"
"69","1985","5","Karnataka","Hassan","-1.0","189.2","-1.0","167.5","-1.0","-1.0","166.9","-1.0","-1.0","-1.0","-1.0","593.9","-1.0","485.0","-1.0","270.0","-1.0"
"69","1986","5","Karnataka","Hassan","-1.0","177.0","-1.0","-1.0","-1.0","-1.0","147.3","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","389.1","-1.0","238.0","-1.0"
"69","1987","5","Karnataka","Hassan","-1.0","197.9","-1.0","149.8","-1.0","-1.0","150.7","-1.0","-1.0","-1.0","-1.0","971.3","-1.0","660.9","-1.0","275.0","-1.0"
"69","1988","5","Karnataka","Hassan","-1.0","231.0","-1.0","199.0","-1.0","-1.0","203.0","-1.0","-1.0","-1.0","-1.0","768.0","-1.0","550.0","-1.0","290.0","-1.0"
"69","1989","5","Karnataka","Hassan","-1.0","227.0","-1.0","162.0","-1.0","-1.0","188.0","-1.0","-1.0","-1.0","-1.0","1074.0","-1.0","540.0","-1.0","340.0","-1.0"
"69","1990","5","Karnataka","Hassan","-1.0","231.0","-1.0","208.0","-1.0","-1.0","190.0","-1.0","666.0","-1.0","-1.0","1207.0","-1.0","680.0","-1.0","380.0","-1.0"
"69","1991","5","Karnataka","Hassan","-1.0","349.0","-1.0","266.0","-1.0","-1.0","228.0","-1.0","732.0","732.0","-1.0","1424.0","-1.0","676.0","-1.0","380.0","-1.0"
"69","1992","5","Karnataka","Hassan","-1.0","345.0","-1.0","276.0","-1.0","-1.0","286.0","-1.0","930.0","-1.0","-1.0","1273.0","-1.0","686.0","-1.0","-1.0","-1.0"
"69","1993","5","Karnataka","Hassan","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1224.0","-1.0","-1.0","1220.0","-1.0","849.0","-1.0","570.0","-1.0"
"69","1994","5","Karnataka","Hassan","-1.0","397.0","-1.0","-1.0","-1.0","-1.0","275.0","-1.0","1250.0","-1.0","-1.0","1199.0","-1.0","964.0","-1.0","-1.0","-1.0"
"69","1995","5","Karnataka","Hassan","-1.0","473.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1038.0","-1.0","-1.0","1267.0","-1.0","971.0","-1.0","-1.0","-1.0"
"69","1996","5","Karnataka","Hassan","-1.0","460.0","-1.0","-1.0","-1.0","384.0","343.0","-1.0","1176.0","-1.0","-1.0","1082.0","-1.0","1000.0","-1.0","-1.0","-1.0"
"69","1997","5","Karnataka","Hassan","-1.0","398.0","706.0","399.0","421.0","372.0","293.0","-1.0","1226.0","1531.0","1132.0","1200.0","-1.0","982.0","1257.0","-1.0","1887.0"
"69","1998","5","Karnataka","Hassan","-1.0","513.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1544.0","-1.0","-1.0","1206.0","-1.0","996.0","-1.0","-1.0","-1.0"
"69","1999","5","Karnataka","Hassan","-1.0","565.0","-1.0","-1.0","-1.0","-1.0","-1.0","-1.0","1672.0","-1.0","1237.0","1968.0","-1.0","1172.0","-1.0","-1.0","-1.0"
"69","2000","5","Karnataka","Hassan","-1.0","487.0","-1.0","-1.0","-1.0","-1.0","342.0","-1.0","-1.0","-1.0","-1.0","1669.0","-1.0","923.0","-1.0","-1.0","-1.0"
