HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
62962649	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
84349837	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Non-Response	Locked	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
14846617	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Majority	3 Members	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78248210	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Non-Response	Refused	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
78111630	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Non-Response	Household not found	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
53529270	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Oct 2015	Jun 2015	Non-Response	Locked	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
15094346	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Majority	3 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
47972025	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Wage Labourers	Matriculates minority household	Male Majority	3 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
27779419	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
10655277	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	11000	11000	11000	0	0	0	0	0	0	0	0	0	0	0
79350401	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Graduates majority household	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
85816179	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Agricultural Labourers	Households of all literates	Balanced	4 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
25351536	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Graduates minority household	Male Majority	3 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
30037239	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Female Dominated	4 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
82719262	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Non-Response	Household not found	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
38052200	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Seniors - dominant	Agricultural Labourers	Households of all literates	Balanced	2 Members	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0
90178552	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Agricultural Labourers	Households of all literates	Balanced	2 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
73143176	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Others households of Grown-ups	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0
17469058	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Others households of Grown-ups	Small/Marginal Farmers	Graduates majority household	Female Majority	5 Members	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0
48392663	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Non-Response	Refused	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
18200013	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Non-Response	Locked	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17305081	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Oct 2015	Jun 2015	Non-Response	Locked	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
31216012	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Others households of Grown-ups	Small/Marginal Farmers	Households of some literates	Female Majority	5 Members	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0
17367492	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Female Majority	6 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
27327004	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Balanced	4 Members	5300	5300	5300	0	0	0	0	0	0	0	0	0	0	0
96981533	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Youngsters - dominant	Wage Labourers	Households of all illiterates	Male Majority	5 Members	12500	12500	12500	0	0	0	0	0	0	0	0	0	0	0
10738026	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Youngsters - dominant	Support Staff	Households of all illiterates	Male Dominated	5 Members	12500	9500	9500	0	0	0	3000	0	3000	0	0	0	0	0
19082595	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Other households of the Young	Support Staff	Households of all literates	Female Dominated	6 Members	4500	1500	1500	0	0	0	3000	0	2500	0	500	0	0	0
13505457	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Majority	8-10 Members	12600	12600	12600	0	0	0	0	0	0	0	0	0	0	0
78486233	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Agricultural Labourers	Matriculates minority household	Male Majority	7 Members	29200	27200	27200	0	0	0	2000	0	2000	0	0	0	0	0
11816033	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Wage Labourers	Households of all illiterates	Male Dominated	5 Members	28000	28000	28000	0	0	0	0	0	0	0	0	0	0	0
25193478	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	All Matriculates household	Balanced	2 Members	3800	3800	3800	0	0	0	0	0	0	0	0	0	0	0
73993680	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Dominated	7 Members	12080	12080	12080	0	0	0	0	0	0	0	0	0	0	0
64324529	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Other households of the Young	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	8500	8500	8500	0	0	0	0	0	0	0	0	0	0	0
44302032	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Balanced households with no Seniors	Small/Marginal Farmers	Households of all illiterates	Male Dominated	4 Members	15000	14000	14000	0	0	0	1000	0	0	0	1000	0	0	0
18810757	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Other households of the Young	Wage Labourers	Matriculates majority household	Female Majority	6 Members	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0
58199714	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Grown-up - dominant	Support Staff	Households of some literates	Female Majority	3 Members	4500	4500	4500	0	0	0	0	0	0	0	0	0	0	0
16433876	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	Sep 2015	Jun 2015	Accepted	No Failure	5423.634646	5423.634646	5423.634646	1.263158	1.263158	1.263158	Youngsters - dominant	Agricultural Labourers	Households of some literates	Female Dominated	7 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
17322257	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Balanced households with no Seniors	Small Traders/Hawkers	Matriculates majority household	Balanced	4 Members	8600	8600	8600	0	0	0	0	0	0	0	0	0	0	0
13807056	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	White-collar Professional Employees	Graduates majority household	Balanced	4 Members	27000	27000	27000	0	0	0	0	0	0	0	0	0	0	0
48243447	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Female Majority	7 Members	17200	17200	17200	0	0	0	0	0	0	0	0	0	0	0
42346033	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Other households of the Young	Agricultural Labourers	Households of some literates	Female Majority	6 Members	16800	16800	16800	0	0	0	0	0	0	0	0	0	0	0
39923120	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Female Majority	5 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0
58208501	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Seniors - dominant	White-collar Professional Employees	Matriculates minority household	Male Majority	3 Members	21400	21400	21400	0	0	0	0	0	0	0	0	0	0	0
20502167	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Other households of the Young	Agricultural Labourers	Matriculates majority household	Male Dominated	8-10 Members	17200	17200	17200	0	0	0	0	0	0	0	0	0	0	0
95309370	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Others households of Grown-ups	Retired/Aged	Matriculates minority household	Female Dominated	7 Members	8500	8500	8500	0	0	0	0	0	0	0	0	0	0	0
58107969	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Female Majority	6 Members	14800	14800	14800	0	0	0	0	0	0	0	0	0	0	0
75526943	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Others households of Grown-ups	Agricultural Labourers	Matriculates minority household	Balanced	6 Members	15200	15200	15200	0	0	0	0	0	0	0	0	0	0	0
73659045	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Children - dominant	Agricultural Labourers	Households of some literates	Female Majority	5 Members	8400	8400	8400	0	0	0	0	0	0	0	0	0	0	0
60616041	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Male Dominated	4 Members	7500	7500	7500	0	0	0	0	0	0	0	0	0	0	0
57052418	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Balanced households with no Seniors	Agricultural Labourers	Households of all illiterates	Balanced	4 Members	12800	12800	12800	0	0	0	0	0	0	0	0	0	0	0
65351683	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	Support Staff	Matriculates minority household	Male Dominated	7 Members	26000	26000	26000	0	0	0	0	0	0	0	0	0	0	0
54287040	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Grown-up - dominant	Agricultural Labourers	Households of some literates	Male Majority	6 Members	14600	14600	14600	0	0	0	0	0	0	0	0	0	0	0
81627614	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Jul 2015	Jun 2015	Accepted	No Failure	3983.332717	3983.332717	3983.332717	1.150812	1.150812	1.150812	Balanced households with no Seniors	Agricultural Labourers	Households of some literates	Female Majority	6 Members	9400	9400	9400	0	0	0	0	0	0	0	0	0	0	0
96476003	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Accepted	No Failure	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Grown-up - dominant	Agricultural Labourers	Households of all literates	Male Majority	3 Members	8700	8700	8700	0	0	0	0	0	0	0	0	0	0	0
64884544	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Accepted	No Failure	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Grown-up - dominant	Small/Marginal Farmers	Households of all illiterates	Balanced	2 Members	4200	4200	4200	0	0	0	0	0	0	0	0	0	0	0
92344058	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Non-Response	Household not found	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
72722734	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Accepted	No Failure	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Male Majority	6 Members	16800	16800	16800	0	0	0	0	0	0	0	0	0	0	0
20255482	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Accepted	No Failure	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	5000	5000	5000	0	0	0	0	0	0	0	0	0	0	0
62900192	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Accepted	No Failure	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Grown-up - dominant	Small/Marginal Farmers	Households of some literates	Balanced	2 Members	4300	4300	4300	0	0	0	0	0	0	0	0	0	0	0
17876597	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Oct 2015	Jun 2015	Non-Response	Household not found	4490.721002	4490.721002	4490.721002	1.458824	1.458824	1.458824	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
