HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
62962649	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Youngsters - dominant	Wage Labourers	Households of all literates	Male Majority	3 Members	10500	10500	10500	0	0	0	0	0	0	0	0	0	0	0
84349837	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	3 Members	17000	17000	17000	0	0	0	0	0	0	0	0	0	0	0
14846617	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Graduates minority household	Male Majority	3 Members	19000	19000	19000	0	0	0	0	0	0	0	0	0	0	0
78248210	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
78111630	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Wage Labourers	All Matriculates household	Female Majority	3 Members	10500	10500	10500	0	0	0	0	0	0	0	0	0	0	0
53529270	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Only Males	1 Member	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
15094346	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Male Majority	3 Members	18000	18000	18000	0	0	0	0	0	0	0	0	0	0	0
47972025	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
27779419	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
10655277	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
79350401	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Wage Labourers	All Graduates household	Only Males	1 Member	11000	11000	11000	0	0	0	0	0	0	0	0	0	0	0
85816179	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Agricultural Labourers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
25351536	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Graduates minority household	Male Majority	3 Members	20000	20000	20000	0	0	0	0	0	0	0	0	0	0	0
30037239	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Female Majority	3 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
82719262	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Others households of Grown-ups	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0
38052200	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Seniors - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
90178552	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
73143176	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Balanced	4 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
17469058	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Wage Labourers	All Graduates household	Female Majority	3 Members	11000	11000	11000	0	0	0	0	0	0	0	0	0	0	0
48392663	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
18200013	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
17305081	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jun 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
31216012	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17367492	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
27327004	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
96981533	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Female Majority	3 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
10738026	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	3 Members	18000	18000	18000	0	0	0	0	0	0	0	0	0	0	0
19082595	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Agricultural Labourers	Households of all literates	Only Females	1 Member	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
13505457	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
78486233	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
11816033	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
25193478	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Agricultural Labourers	All Matriculates household	Balanced	2 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
73993680	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Others households of Grown-ups	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
64324529	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Balanced households with no Seniors	Wage Labourers	Households of all literates	Balanced	2 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
44302032	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
18810757	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Wage Labourers	Matriculates majority household	Balanced	2 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
58199714	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Non-Response	Not accepted	Data Not Available	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
16433876	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2017	Feb 2017	Accepted	No Failure	N	5573.055039	5573.055039	5573.055039	1.057269	1.057269	1.057269	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Balanced	2 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
17322257	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Balanced households with no Seniors	Small/Marginal Farmers	Matriculates majority household	Balanced	4 Members	16000	16000	16000	0	0	0	0	0	0	0	0	0	0	0
13807056	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Others households of Grown-ups	Small/Marginal Farmers	Graduates minority household	Balanced	4 Members	9500	9500	9000	500	0	0	0	0	0	0	0	0	0	0
48243447	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Female Majority	7 Members	22000	22000	22000	0	0	0	0	0	0	0	0	0	0	0
42346033	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Other households of the Young	Small/Marginal Farmers	Households of all literates	Female Majority	6 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0
39923120	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Retired/Aged	Matriculates majority household	Female Majority	5 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
58208501	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Balanced	6 Members	10500	10500	10000	500	0	0	0	0	0	0	0	0	0	0
20502167	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Youngsters - dominant	Small/Marginal Farmers	Matriculates minority household	Male Dominated	5 Members	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0
95309370	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Others households of Grown-ups	Small/Marginal Farmers	Matriculates minority household	Female Dominated	8-10 Members	12500	12500	12000	500	0	0	0	0	0	0	0	0	0	0
58107969	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Small/Marginal Farmers	Matriculates majority household	Female Majority	6 Members	17000	17000	17000	0	0	0	0	0	0	0	0	0	0	0
75526943	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Balanced	6 Members	9500	9500	9000	500	0	0	0	0	0	0	0	0	0	0
73659045	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Children - dominant	Small/Marginal Farmers	Households of all literates	Female Majority	5 Members	8000	8000	8000	0	0	0	0	0	0	0	0	0	0	0
60616041	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Balanced households with no Seniors	Wage Labourers	Households of all literates	Male Dominated	4 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
57052418	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	18000	18000	18000	0	0	0	0	0	0	0	0	0	0	0
65351683	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Majority	6 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0
54287040	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Non-Response	Household not found	Data Not Available	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
81627614	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2017	Feb 2017	Accepted	No Failure	N	4121.198052	4121.198052	4121.198052	1.064378	1.064378	1.064378	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Female Majority	6 Members	13000	13000	13000	0	0	0	0	0	0	0	0	0	0	0
96476003	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Youngsters - dominant	Agricultural Labourers	Households of all literates	Male Dominated	5 Members	17300	17300	17300	0	0	0	0	0	0	0	0	0	0	0
64884544	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Balanced households with no Seniors	Support Staff	Households of some literates	Male Dominated	4 Members	12000	12000	12000	0	0	0	0	0	0	0	0	0	0	0
92344058	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Youngsters - dominant	Support Staff	Households of all literates	Male Dominated	4 Members	13300	13300	13300	0	0	0	0	0	0	0	0	0	0	0
72722734	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Grown-up - dominant	Wage Labourers	Matriculates dominated household	Male Dominated	5 Members	23500	18000	18000	0	0	0	5500	0	5500	0	0	0	0	0
20255482	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Grown-up - dominant	Agricultural Labourers	Households of all literates	Male Majority	3 Members	11800	11800	11800	0	0	0	0	0	0	0	0	0	0	0
62900192	Karnataka	HR 62	Bellary	RURAL	HR 62_RURAL_R	PSU_ID_9847	Jun 2017	Feb 2017	Accepted	No Failure	N	4641.263989	4641.263989	4641.263989	1.031185	1.031185	1.031185	Grown-up - dominant	Wage Labourers	Matriculates majority household	Male Dominated	5 Members	14300	14300	14300	0	0	0	0	0	0	0	0	0	0	0
