HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
15094346	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Organised Farmers	Matriculates majority household	Male Majority	3 Members	13500	5000	5000	0	0	0	8500	0	500	0	0	8000	0	0
47972025	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Agricultural Labourers	Households of all illiterates	Male Majority	3 Members	11500	11500	11500	0	0	0	0	0	0	0	0	0	0	0
27779419	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Agricultural Labourers	Households of all literates	Balanced	2 Members	6000	6000	6000	0	0	0	0	0	0	0	0	0	0	0
10655277	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Majority	5 Members	9250	8500	8500	0	0	0	750	0	750	0	0	0	0	0
79350401	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Organised Farmers	Graduates majority household	Balanced	2 Members	10000	0	0	0	0	0	10000	0	0	0	0	10000	0	0
85816179	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Agricultural Labourers	Households of all literates	Balanced	4 Members	10000	9500	9500	0	0	0	500	0	500	0	0	0	0	0
25351536	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Graduates minority household	Male Dominated	4 Members	13000	12000	12000	0	0	0	1000	0	1000	0	0	0	0	0
30037239	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Female Dominated	4 Members	5500	5500	5500	0	0	0	0	0	0	0	0	0	0	0
82719262	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Others households of Grown-ups	Small/Marginal Farmers	Households of some literates	Female Majority	6 Members	9950	9500	9500	0	0	0	450	0	450	0	0	0	0	0
38052200	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Non-Response	Locked	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
90178552	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Households of all illiterates	Male Majority	3 Members	5250	5000	5000	0	0	0	250	0	250	0	0	0	0	0
73143176	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Others households of Grown-ups	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	4000	4000	4000	0	0	0	0	0	0	0	0	0	0	0
17469058	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Non-Response	Could not be executed	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
48392663	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Wage Labourers	Households of some literates	Male Majority	3 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
18200013	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Balanced	2 Members	4200	3000	3000	0	0	0	1200	0	0	0	1200	0	0	0
17305081	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Feb 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Households of some literates	Female Majority	3 Members	9000	8000	8000	0	0	0	1000	0	500	0	500	0	0	0
31216012	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Others households of Grown-ups	Small/Marginal Farmers	Households of some literates	Female Majority	5 Members	6100	6100	6100	0	0	0	0	0	0	0	0	0	0	0
17367492	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Female Majority	6 Members	11050	11050	11050	0	0	0	0	0	0	0	0	0	0	0
27327004	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Balanced households with no Seniors	Small/Marginal Farmers	Households of some literates	Balanced	4 Members	6900	6900	6900	0	0	0	0	0	0	0	0	0	0	0
96981533	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Youngsters - dominant	Wage Labourers	Households of all illiterates	Male Majority	5 Members	12900	12900	12900	0	0	0	0	0	0	0	0	0	0	0
10738026	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Youngsters - dominant	Support Staff	Households of all illiterates	Male Dominated	5 Members	14250	11250	11250	0	0	0	3000	0	3000	0	0	0	0	0
19082595	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Other households of the Young	Support Staff	Households of all literates	Female Dominated	6 Members	6750	3500	3500	0	0	0	3250	0	2750	0	500	0	0	0
13505457	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Majority	8-10 Members	11600	11600	11600	0	0	0	0	0	0	0	0	0	0	0
78486233	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Agricultural Labourers	Matriculates minority household	Male Majority	7 Members	27750	25500	25500	0	0	0	2250	0	2250	0	0	0	0	0
11816033	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Wage Labourers	Households of all illiterates	Male Dominated	5 Members	22950	22950	22950	0	0	0	0	0	0	0	0	0	0	0
25193478	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	All Matriculates household	Balanced	2 Members	6300	6300	6300	0	0	0	0	0	0	0	0	0	0	0
73993680	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Small/Marginal Farmers	Matriculates minority household	Male Dominated	7 Members	12150	12150	12150	0	0	0	0	0	0	0	0	0	0	0
64324529	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Other households of the Young	Small/Marginal Farmers	Households of all literates	Balanced	4 Members	7650	7650	7650	0	0	0	0	0	0	0	0	0	0	0
44302032	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Balanced households with no Seniors	Small/Marginal Farmers	Households of all illiterates	Male Dominated	4 Members	13550	12550	12550	0	0	0	1000	0	0	0	1000	0	0	0
18810757	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Other households of the Young	Wage Labourers	Matriculates majority household	Female Majority	6 Members	14050	14050	14050	0	0	0	0	0	0	0	0	0	0	0
58199714	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Grown-up - dominant	Support Staff	Households of some literates	Female Majority	3 Members	6400	6400	6400	0	0	0	0	0	0	0	0	0	0	0
16433876	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2015	Jan 2015	Accepted	No Failure	5342.947243	5342.947243	5342.947243	1.219144	1.219144	1.219144	Other households of the Young	Agricultural Labourers	Households of some literates	Female Dominated	7 Members	8450	8450	8450	0	0	0	0	0	0	0	0	0	0	0
17322257	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Balanced households with no Seniors	Small Traders/Hawkers	Matriculates majority household	Balanced	4 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
13807056	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Others households of Grown-ups	White-collar Professional Employees	Graduates majority household	Balanced	4 Members	25000	25000	25000	0	0	0	0	0	0	0	0	0	0	0
48243447	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Female Majority	7 Members	18000	18000	18000	0	0	0	0	0	0	0	0	0	0	0
42346033	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Other households of the Young	Agricultural Labourers	Households of some literates	Female Majority	6 Members	16000	16000	16000	0	0	0	0	0	0	0	0	0	0	0
39923120	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Non-Response	Locked	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
58208501	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	White-collar Professional Employees	Matriculates minority household	Male Majority	3 Members	23000	23000	23000	0	0	0	0	0	0	0	0	0	0	0
20502167	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Other households of the Young	Agricultural Labourers	Matriculates majority household	Male Dominated	8-10 Members	18000	18000	18000	0	0	0	0	0	0	0	0	0	0	0
95309370	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Non-Response	Locked	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
58107969	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Agricultural Labourers	Matriculates majority household	Female Majority	6 Members	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0
75526943	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Others households of Grown-ups	Agricultural Labourers	Matriculates minority household	Balanced	6 Members	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0
73659045	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Children - dominant	Agricultural Labourers	Households of some literates	Female Majority	5 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
60616041	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Non-Response	Refused	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
57052418	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Balanced households with no Seniors	Agricultural Labourers	Households of all illiterates	Balanced	4 Members	13000	13000	13000	0	0	0	0	0	0	0	0	0	0	0
65351683	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Support Staff	Matriculates minority household	Male Dominated	7 Members	27000	27000	27000	0	0	0	0	0	0	0	0	0	0	0
54287040	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Agricultural Labourers	Households of some literates	Male Majority	6 Members	15000	15000	15000	0	0	0	0	0	0	0	0	0	0	0
81627614	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9810	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Balanced households with no Seniors	Agricultural Labourers	Households of some literates	Female Majority	6 Members	10000	10000	10000	0	0	0	0	0	0	0	0	0	0	0
33759995	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Wage Labourers	Households of all illiterates	Male Majority	3 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
23930294	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Youngsters - dominant	Wage Labourers	Households of some literates	Male Dominated	5 Members	10500	10500	10500	0	0	0	0	0	0	0	0	0	0	0
31512368	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Youngsters - dominant	Wage Labourers	Households of all illiterates	Male Majority	6 Members	13500	13500	13500	0	0	0	0	0	0	0	0	0	0	0
95909857	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Balanced households with Seniors	Wage Labourers	Households of all illiterates	Female Dominated	4 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0
76454802	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Small Traders/Hawkers	Matriculates majority household	Male Majority	5 Members	21000	21000	21000	0	0	0	0	0	0	0	0	0	0	0
13096806	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Other households of the Young	Support Staff	Graduates majority household	Female Majority	5 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0
26915726	Karnataka	HR 61	Davanagere	RURAL	HR 61_RURAL_R	PSU_ID_9818	Mar 2015	Jan 2015	Accepted	No Failure	3601.560957	3601.560957	3601.560957	1.244851	1.244851	1.244851	Grown-up - dominant	Wage Labourers	Households of all literates	Female Majority	3 Members	7000	7000	7000	0	0	0	0	0	0	0	0	0	0	0
